,gps_height,longitude,latitude,basin,region_code,district_code,population,permit,construction_year,extraction_type_class,management_group,payment,quality_group,quantity_group,source_class,waterpoint_type_group
13298,0,33.31847725,-8.93252849,lake rukwa,12,2,1.0,True,0,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
9513,0,30.56602876,-2.57484252,lake victoria,18,30,1.0,False,0,handpump,parastatal,pay per bucket,good,dry,groundwater,communal standpipe
17831,0,32.54354058,-3.84168065,lake victoria,17,3,1.0,True,0,other,user-group,unknown,milky,insufficient,groundwater,other
3840,1196,37.26148571,-3.26087016,pangani,3,4,1.0,True,2007,gravity,user-group,pay per bucket,good,enough,surface,other
23156,-31,34.8031643,-10.23644117,ruvuma / southern coast,99,1,70.0,True,1981,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe
11019,487,37.53174492,-6.81688093,wami / ruvu,5,6,1.0,True,1979,other,user-group,never pay,good,enough,groundwater,other
2958,1145,35.10103319,-9.88135156,lake nyasa,11,5,130.0,False,1986,gravity,user-group,pay monthly,good,dry,groundwater,communal standpipe
23187,1378,34.10532726,-1.20607352,lake victoria,20,6,380.0,False,1993,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe
5044,0,33.0146321,-8.43549505,lake rukwa,12,1,1.0,True,0,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
1121,0,34.40851933,-8.59528919,rufiji,12,7,1.0,True,0,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
4862,268,36.09805121,-8.374069,rufiji,5,3,500.0,True,1980,other,user-group,never pay,good,insufficient,groundwater,hand pump
17196,484,34.67987491,-11.13023359,lake nyasa,10,3,86.0,True,1992,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
23342,808,29.69368294,-4.92126573,lake tanganyika,16,4,1.0,True,1985,other,other,never pay,good,dry,surface,communal standpipe
24615,0,33.82695,-9.1577451,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,surface,communal standpipe
365,1626,35.04099551,-4.64738099,internal,13,2,1.0,True,1990,motorpump,user-group,unknown,good,insufficient,groundwater,communal standpipe
5306,1688,34.68759127,-9.908717,lake nyasa,11,5,336.0,False,2006,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
6898,1749,31.76362251,-8.44213429,lake rukwa,15,2,250.0,True,1983,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
16618,0,32.86727985,-4.12384437,lake tanganyika,14,1,1.0,False,0,other,user-group,pay when scheme fails,good,seasonal,groundwater,other
13687,0,36.38434168,-6.787906,wami / ruvu,1,1,1.0,True,0,gravity,user-group,pay annually,good,insufficient,groundwater,communal standpipe
8098,1693,34.46439322,-1.36995202,lake victoria,20,1,150.0,True,1998,handpump,user-group,unknown,good,enough,groundwater,hand pump
2358,0,33.78422133,-3.72563873,internal,17,8,1.0,False,0,gravity,parastatal,unknown,good,seasonal,surface,communal standpipe
2922,0,33.91436912,-9.61647304,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
20099,142,34.8031643,-10.85616642,ruvuma / southern coast,9,4,1.0,True,1982,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
14601,1740,38.21004314,-4.555407700000001,pangani,4,1,1.0,True,2002,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
8111,0,32.18023555,-3.51545119,lake tanganyika,17,5,1.0,True,0,handpump,user-group,unknown,good,dry,groundwater,hand pump
731,0,33.56459862,-3.55677799,internal,17,8,1.0,False,0,other,user-group,unknown,salty,enough,groundwater,other
13165,0,33.70298506,-8.93117758,rufiji,12,2,1.0,False,0,gravity,user-group,pay when scheme fails,good,enough,surface,communal standpipe
25989,0,33.55516817,-2.87798478,lake victoria,17,2,1.0,False,0,other,user-group,other,colored,seasonal,surface,communal standpipe
9534,632,37.91059876,-4.50343503,pangani,3,3,120.0,True,2010,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
276,0,33.13340374,-3.23459106,lake victoria,19,4,1.0,True,0,handpump,user-group,never pay,unknown,dry,groundwater,hand pump
24081,1290,37.64988903,-3.65222264,pangani,3,2,200.0,False,1973,gravity,user-group,never pay,good,insufficient,surface,other
24464,368,36.8600679,-8.9909391,rufiji,5,4,150.0,True,1995,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
20451,969,35.86371336,-3.33719174,internal,2,1,1.0,True,2000,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
5905,457,37.08011878,-6.79798707,wami / ruvu,5,1,250.0,True,2003,submersible,user-group,pay monthly,good,insufficient,groundwater,communal standpipe
18088,6,39.09694474,-7.37432309,rufiji,60,43,200.0,False,2009,handpump,user-group,never pay,good,enough,groundwater,hand pump
18538,0,33.10935477,-3.91167795,internal,17,3,1.0,False,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
19445,0,34.37520713,-8.76649164,rufiji,12,7,1.0,True,0,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
5894,0,31.49801979,-1.39664183,lake victoria,18,2,1.0,True,0,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
9085,0,33.2534077,-2.97900295,lake victoria,19,4,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
4403,973,35.50499466,-10.82524696,ruvuma / southern coast,10,2,1.0,True,1978,gravity,user-group,pay when scheme fails,good,enough,surface,communal standpipe
23058,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,other,user-group,never pay,good,enough,groundwater,hand pump
16687,1346,34.12512207,-2.97842689,lake victoria,17,1,500.0,False,1999,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
24539,1257,33.98508148,-1.25314476,lake victoria,20,6,560.0,False,2003,handpump,commercial,unknown,good,enough,groundwater,hand pump
23037,433,38.0271838,-10.56017972,ruvuma / southern coast,8,3,135.0,False,0,other,user-group,never pay,good,insufficient,groundwater,communal standpipe
13639,1285,34.97525170000001,-4.84233025,internal,13,2,1.0,True,1990,other,user-group,unknown,unknown,dry,groundwater,other
10247,0,31.46916785,-1.69351268,lake victoria,18,2,1.0,True,0,other,user-group,never pay,good,dry,groundwater,other
23089,1515,36.8371148,-3.31922363,pangani,2,7,120.0,True,1983,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
25578,635,36.26854716,-7.6301609,rufiji,11,7,50.0,True,1984,gravity,user-group,never pay,good,dry,surface,communal standpipe
12611,491,36.91793483,-6.98757111,wami / ruvu,5,1,70.0,True,1987,other,user-group,never pay,salty,enough,groundwater,other
14202,155,39.28969038,-10.31589235,ruvuma / southern coast,80,23,1.0,False,2010,gravity,user-group,pay per bucket,good,enough,surface,communal standpipe
23213,0,33.16930495,-9.0479805,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay monthly,good,seasonal,groundwater,hand pump
12355,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,parastatal,never pay,salty,enough,groundwater,hand pump
6128,0,31.71866353,-1.41000583,lake victoria,18,2,1.0,True,0,gravity,user-group,never pay,unknown,insufficient,groundwater,improved spring
24813,1484,34.92588147,-11.11987317,ruvuma / southern coast,10,3,56.0,True,2007,gravity,user-group,unknown,good,enough,groundwater,communal standpipe
26037,1789,38.21060593,-4.510271,pangani,4,1,1.0,True,1985,handpump,user-group,never pay,good,enough,groundwater,hand pump
6548,0,32.87728881,-9.00936426,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump
11750,0,32.88690611,-9.14746598,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,enough,groundwater,hand pump
9971,441,37.14280237,-6.78653564,wami / ruvu,5,1,90.0,True,1998,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
26968,0,36.11237521,-4.91391433,internal,1,1,1.0,False,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
20215,0,31.64618228,-2.79420874,lake victoria,18,4,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
26975,338,38.84064964,-10.20557747,ruvuma / southern coast,8,3,102.0,False,1978,handpump,user-group,other,good,seasonal,surface,hand pump
26135,353,38.42891269,-10.9317888,ruvuma / southern coast,90,63,100.0,True,2008,handpump,user-group,pay per bucket,good,dry,groundwater,hand pump
15211,1759,35.00153779,-9.10407832,rufiji,11,4,40.0,False,2008,rope pump,user-group,never pay,colored,enough,groundwater,hand pump
22125,50,34.8031643,-10.35075888,ruvuma / southern coast,99,1,500.0,True,1987,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
11922,1137,33.57486694,-2.16564548,lake victoria,20,4,400.0,False,1996,other,user-group,other,good,enough,groundwater,other
3333,-6,39.39895932,-6.87182771,wami / ruvu,7,3,140.0,False,2000,motorpump,other,never pay,salty,dry,groundwater,other
3502,0,33.03621536,-2.72929626,lake victoria,19,7,1.0,True,0,other,user-group,never pay,milky,enough,groundwater,other
5813,0,33.55694991,-3.54912139,internal,17,8,1.0,True,0,gravity,unknown,unknown,unknown,unknown,surface,communal standpipe
2200,54,39.10342778,-6.99621049,wami / ruvu,7,2,250.0,False,2000,other,user-group,never pay,good,insufficient,groundwater,other
22460,82,39.16147436,-6.74400312,wami / ruvu,7,1,256.0,False,1970,submersible,user-group,pay per bucket,good,dry,surface,communal standpipe
9794,1262,38.37334638,-4.7998064000000005,pangani,4,1,1.0,True,1978,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
18620,293,38.29795728,-6.12674407,wami / ruvu,6,1,160.0,True,2008,submersible,commercial,pay per bucket,good,enough,surface,communal standpipe
17377,1736,35.0150427,-9.48325429,rufiji,11,4,30.0,False,2006,submersible,user-group,never pay,good,insufficient,groundwater,communal standpipe
24577,1830,38.32563617,-4.7371978,pangani,4,1,1.0,True,2000,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
10385,0,35.88570321,-6.16735526,wami / ruvu,1,5,1.0,False,0,motorpump,user-group,pay per bucket,salty,dry,groundwater,communal standpipe
2627,1640,37.59438172,-3.246389,pangani,3,1,1.0,True,1980,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
14877,320,38.63018329,-10.94479874,ruvuma / southern coast,90,63,120.0,True,2009,handpump,user-group,never pay,good,seasonal,groundwater,other
24622,0,32.77050245,-8.86836022,lake rukwa,12,6,1.0,True,0,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
11022,1562,34.91137127,-11.04885792,ruvuma / southern coast,10,3,30.0,True,1995,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
26136,929,34.9330057,-6.00323226,internal,13,3,400.0,False,1978,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe
11113,0,32.25179983,-4.55004022,lake tanganyika,14,4,1.0,True,0,other,user-group,never pay,good,seasonal,surface,communal standpipe
24874,0,32.79937155,-8.8315181,lake rukwa,12,6,1.0,False,0,handpump,user-group,never pay,good,seasonal,groundwater,hand pump
9214,20,39.16604502,-7.2003992,wami / ruvu,60,43,518.0,False,2004,handpump,user-group,never pay,good,enough,groundwater,hand pump
408,306,39.57037214,-10.7034945,ruvuma / southern coast,9,4,1.0,True,1982,submersible,user-group,never pay,good,seasonal,groundwater,communal standpipe
23092,0,33.05780339,-9.40521386,lake nyasa,12,5,1.0,False,0,handpump,user-group,unknown,unknown,dry,groundwater,hand pump
4459,1588,35.51342515,-4.49813639,internal,21,2,392.0,True,2008,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
20513,0,30.884197600000004,-1.47905348,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,dry,surface,communal standpipe
13422,522,37.99693815,-4.60637539,pangani,3,3,140.0,True,2002,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
14787,0,31.81595443,-1.24179381,lake victoria,18,2,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,improved spring
12492,0,30.7200835,-2.9362273,lake victoria,18,30,1.0,False,0,gravity,user-group,never pay,good,enough,groundwater,other
25808,305,38.53775807,-5.01044356,pangani,4,2,52.0,False,1972,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
24697,1402,37.41846864,-3.29949166,pangani,3,4,1.0,True,1975,gravity,user-group,unknown,good,insufficient,groundwater,other
15699,0,33.06475715,-2.39936547,lake victoria,19,8,1.0,True,0,other,user-group,pay monthly,salty,insufficient,groundwater,other
7463,305,36.35192978,-8.78359398,rufiji,5,4,1.0,True,1984,other,unknown,never pay,good,insufficient,groundwater,other
9981,0,36.20485166,-6.92301969,rufiji,1,1,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
16773,322,37.04752476,-7.55939113,rufiji,5,1,100.0,True,1982,handpump,user-group,pay monthly,good,enough,groundwater,hand pump
4156,950,35.86225313,-10.26648336,lake nyasa,10,5,400.0,False,2001,other,user-group,pay when scheme fails,good,enough,groundwater,other
26580,1377,30.91669338,-2.94290861,lake tanganyika,16,1,400.0,False,1988,gravity,user-group,unknown,good,enough,groundwater,communal standpipe
22028,1671,35.10049126,-9.53847271,lake nyasa,11,4,50.0,False,1998,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
1183,1697,35.06980863,-4.69084344,internal,13,2,1.0,True,2000,submersible,user-group,unknown,unknown,unknown,groundwater,communal standpipe
9876,0,35.92633364,-6.24372242,wami / ruvu,1,5,1.0,False,0,motorpump,user-group,pay per bucket,good,dry,groundwater,communal standpipe
9155,0,33.15976846,-2.46939527,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
3443,137,38.33945827,-6.60642998,wami / ruvu,6,1,50.0,True,2004,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe
13757,0,36.04698194,-4.85144572,internal,1,1,1.0,False,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
4781,1372,34.02946509,-1.7674043000000002,lake victoria,20,3,250.0,False,1991,other,user-group,unknown,good,enough,groundwater,other
19456,0,33.891482700000005,-9.35821674,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
23039,1300,36.94175582,-3.3367095,pangani,2,7,120.0,True,2003,gravity,user-group,unknown,unknown,insufficient,surface,communal standpipe
1510,0,32.05752894,-5.00713311,lake tanganyika,14,4,1.0,True,0,other,user-group,unknown,good,dry,groundwater,other
2850,967,29.67140428,-4.78080695,lake tanganyika,16,3,123.0,True,1985,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
22463,1543,37.95762114,-4.44521371,pangani,3,3,50.0,True,2011,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
2852,0,33.71341773,-2.71458777,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
20546,99,38.85757698,-6.78530113,wami / ruvu,6,2,50.0,True,1986,motorpump,user-group,pay per bucket,good,insufficient,surface,other
14585,1407,37.60994515,-3.21693455,pangani,3,1,1.0,True,2008,gravity,commercial,pay monthly,good,enough,groundwater,communal standpipe
24318,968,35.54601539,-10.82359068,ruvuma / southern coast,10,2,500.0,True,1978,gravity,user-group,pay when scheme fails,good,enough,surface,communal standpipe
24077,1350,37.18460043,-5.39818691,pangani,21,5,1.0,False,2009,submersible,user-group,never pay,salty,enough,groundwater,communal standpipe
17663,0,33.78595002,-3.18966454,lake victoria,17,2,1.0,False,0,submersible,commercial,pay per bucket,good,enough,groundwater,communal standpipe
10298,26,39.21565471,-7.00040183,wami / ruvu,60,43,60.0,False,2009,handpump,user-group,pay per bucket,good,dry,groundwater,hand pump
23098,0,33.34643062,-8.98163274,lake rukwa,12,2,1.0,True,0,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
13375,1105,35.00828395,-5.76684514,internal,13,3,250.0,False,1993,other,user-group,never pay,good,enough,groundwater,other
17366,976,35.13805299,-10.67830967,ruvuma / southern coast,10,3,60.0,True,1977,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
5690,0,38.39641224,-5.14708387,pangani,4,2,56.0,True,1981,other,user-group,never pay,good,insufficient,groundwater,other
24808,0,32.94458728,-5.02667899,lake tanganyika,14,6,1.0,True,0,other,user-group,never pay,salty,dry,groundwater,other
19021,110,34.8031643,-10.63923991,ruvuma / southern coast,99,1,167.0,True,2012,submersible,user-group,unknown,good,enough,groundwater,communal standpipe
14257,-11,39.52102973,-6.99858052,wami / ruvu,7,3,60.0,False,2010,handpump,user-group,never pay,salty,enough,groundwater,hand pump
10570,1602,34.96410628,-4.68645642,internal,13,2,1.0,True,1980,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
24303,1459,36.82812768,-3.3253883,pangani,2,7,150.0,True,2002,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
18825,-4,38.7818106,-6.47020883,wami / ruvu,6,1,330.0,False,2008,handpump,parastatal,never pay,salty,enough,groundwater,hand pump
24268,760,36.10087778,-10.92448789,ruvuma / southern coast,10,5,320.0,False,2002,handpump,user-group,pay when scheme fails,good,dry,groundwater,hand pump
25853,271,38.86182033,-10.53178284,ruvuma / southern coast,8,3,305.0,False,1979,other,user-group,never pay,salty,insufficient,groundwater,communal standpipe
26316,1543,37.59606479,-3.15360215,pangani,3,1,1.0,True,1974,gravity,commercial,never pay,good,enough,groundwater,communal standpipe
2348,-31,39.7094973,-9.64524872,ruvuma / southern coast,80,23,1.0,False,2012,other,user-group,never pay,unknown,unknown,groundwater,hand pump
27103,1904,35.34966334,-4.23231924,internal,21,1,140.0,True,2008,handpump,user-group,never pay,good,enough,groundwater,hand pump
9237,848,31.68236778,-7.78064925,lake rukwa,15,2,250.0,False,2004,handpump,user-group,never pay,good,enough,groundwater,hand pump
13225,154,38.7422132,-7.05824243,wami / ruvu,6,3,1.0,True,1972,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
5846,1212,37.50145765,-3.31407196,pangani,3,4,1.0,True,2008,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe
16815,1717,34.86692295,-11.06106817,lake nyasa,10,3,1.0,True,2004,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
20373,243,38.90319823,-9.98415987,ruvuma / southern coast,80,53,1.0,False,2010,handpump,user-group,never pay,good,enough,groundwater,hand pump
24455,0,31.82664296,-3.28507658,lake tanganyika,17,5,1.0,True,0,handpump,user-group,unknown,good,enough,groundwater,hand pump
14223,991,29.65853303,-4.74916691,lake tanganyika,16,3,145.0,True,2006,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
4793,0,36.26454271,-5.11409816,internal,1,1,1.0,False,0,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe
19216,-19,39.68728553,-7.90158494,rufiji,60,60,420.0,False,0,other,user-group,never pay,good,enough,groundwater,other
16874,0,33.28528839,-8.69966895,lake rukwa,12,1,1.0,True,0,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
4956,1188,34.03165552,-1.14679135,lake victoria,20,6,100.0,False,1991,submersible,user-group,unknown,good,enough,surface,communal standpipe
26104,1591,36.56538189,-2.52612021,internal,2,6,200.0,True,2007,gravity,user-group,pay when scheme fails,good,insufficient,surface,communal standpipe
13716,0,36.13601007,-6.04627324,wami / ruvu,1,4,1.0,True,0,gravity,user-group,never pay,good,insufficient,surface,other
23439,0,33.49245521,-3.00013965,lake victoria,19,4,1.0,True,0,handpump,user-group,never pay,unknown,enough,groundwater,hand pump
9940,0,31.52695774,-3.33739324,lake tanganyika,17,5,1.0,True,0,other,user-group,unknown,good,dry,groundwater,other
23943,1566,31.10907597,-7.37321381,lake rukwa,15,3,1.0,False,1984,other,user-group,pay annually,unknown,unknown,groundwater,other
6519,0,33.8265401,-9.17710662,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,surface,communal standpipe
17426,1522,29.7679414,-4.67937218,lake tanganyika,16,3,321.0,False,2000,gravity,user-group,unknown,good,enough,groundwater,communal standpipe
14296,0,32.33575909,-4.72862889,lake tanganyika,14,4,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
16032,1183,36.32818079,-2.84654624,internal,2,6,200.0,True,2012,gravity,parastatal,pay when scheme fails,good,enough,surface,communal standpipe
26951,1411,35.08622005,-4.75016313,internal,13,2,1.0,True,1970,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
26962,0,30.72958998,-2.92860486,lake victoria,18,30,1.0,False,0,other,user-group,never pay,good,dry,groundwater,hand pump
8296,344,39.10372591,-10.84728009,ruvuma / southern coast,90,33,203.0,False,2008,gravity,user-group,unknown,good,enough,groundwater,other
10389,0,36.41470081,-6.31747573,wami / ruvu,1,1,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
24678,1822,37.56133149,-3.05026674,internal,3,1,1.0,True,2009,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
3958,1622,35.5540393,-4.29682268,internal,21,2,226.0,True,2003,submersible,user-group,pay per bucket,good,dry,surface,communal standpipe
16601,1593,37.96525901,-4.21162074,pangani,3,3,250.0,True,2001,gravity,user-group,never pay,good,enough,surface,communal standpipe
12301,0,38.79987185,-4.86105936,pangani,4,8,30.0,True,1971,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
2156,313,36.26627412,-8.924453999999999,rufiji,5,4,1.0,True,1977,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
6831,0,33.43598073,-4.604704099999999,internal,14,2,1.0,False,0,other,user-group,never pay,good,enough,groundwater,other
1037,1466,34.67158585,-5.12410571,internal,13,2,1.0,True,2010,motorpump,user-group,unknown,unknown,unknown,groundwater,communal standpipe
4184,926,36.84066411,-3.65669823,pangani,21,4,200.0,True,2003,handpump,user-group,unknown,salty,insufficient,groundwater,hand pump
20189,0,36.05149981,-4.87322711,internal,1,1,1.0,False,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
21737,1043,29.93176965,-4.8116631,lake tanganyika,16,2,200.0,True,1984,gravity,user-group,pay annually,good,enough,surface,communal standpipe
15302,0,31.59027044,-1.85284307,lake victoria,18,3,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,improved spring
14235,306,38.97928710000001,-10.82667589,ruvuma / southern coast,90,33,1.0,True,1980,other,user-group,unknown,good,dry,groundwater,other
17485,963,35.47720389,-10.66976878,ruvuma / southern coast,10,4,1.0,True,2008,handpump,user-group,pay when scheme fails,good,dry,groundwater,hand pump
22220,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,handpump,user-group,unknown,unknown,dry,groundwater,hand pump
22989,910,36.9309317,-3.57258711,pangani,21,4,150.0,True,2002,other,user-group,unknown,salty,insufficient,groundwater,other
17371,54,39.12427827,-6.87753838,wami / ruvu,7,2,150.0,False,2000,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
21716,294,38.92511619,-10.06223915,ruvuma / southern coast,80,53,560.0,True,1980,submersible,commercial,pay per bucket,good,enough,groundwater,communal standpipe
8550,0,34.8031643,-2e-08,lake victoria,19,2,1.0,True,0,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
11822,1498,36.63660516,-3.32026179,pangani,2,2,150.0,True,1990,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
25679,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,submersible,user-group,unknown,unknown,dry,surface,communal standpipe
23890,0,32.30082072,-8.36787369,lake rukwa,12,6,1.0,True,0,submersible,user-group,pay per bucket,good,insufficient,surface,communal standpipe
4903,1234,30.2867744,-4.57385916,lake tanganyika,16,2,1.0,True,1993,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
6359,469,37.49347162,-11.07877765,ruvuma / southern coast,10,1,1.0,False,2000,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump
14155,1,38.94178156,-6.51365107,wami / ruvu,6,1,50.0,True,2000,submersible,commercial,pay per bucket,good,enough,surface,communal standpipe
19432,0,36.16510577,-5.69518491,wami / ruvu,1,4,1.0,True,0,motorpump,user-group,unknown,good,dry,groundwater,communal standpipe
25284,0,33.59446388,-9.0408574,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
23723,1335,34.55885168,-8.85345024,rufiji,11,4,56.0,True,1978,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
16383,1286,30.51958568,-5.59396458,lake tanganyika,15,1,70.0,True,1985,other,commercial,never pay,good,enough,groundwater,hand pump
9235,566,39.32958578,-10.74493692,ruvuma / southern coast,90,33,1.0,False,1988,submersible,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
3404,310,38.92805393,-10.88956872,ruvuma / southern coast,90,33,1.0,True,1985,other,user-group,unknown,salty,dry,groundwater,other
15039,0,33.76628827,-9.54982356,lake nyasa,12,3,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
10264,0,30.73934157,-2.79665489,lake victoria,18,30,1.0,False,0,other,user-group,never pay,colored,insufficient,groundwater,other
23201,0,32.41838595,-5.19803367,lake tanganyika,14,4,1.0,True,0,handpump,user-group,pay annually,good,enough,groundwater,hand pump
2409,1176,36.73280368,-3.46925152,pangani,2,2,200.0,True,2001,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
3819,1579,37.59252295,-3.1576212000000003,pangani,3,1,1.0,True,1962,gravity,commercial,never pay,good,enough,groundwater,communal standpipe
26666,1311,35.21107905,-9.78004597,lake nyasa,10,2,275.0,True,1974,other,user-group,never pay,good,dry,groundwater,communal standpipe
14474,0,31.55032987,-1.64093088,lake victoria,18,3,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
7208,1597,37.51061644,-3.26561323,pangani,3,4,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,other
4935,1587,34.56267918,-9.01071989,rufiji,11,4,75.0,True,1984,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
13122,214,34.8031643,-10.45111024,ruvuma / southern coast,99,1,209.0,True,2012,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
13468,1776,35.74699577,-8.04386731,rufiji,11,7,150.0,True,1984,gravity,user-group,never pay,good,enough,surface,communal standpipe
16574,0,32.26124762,-4.02741501,lake tanganyika,17,3,1.0,True,0,other,user-group,unknown,milky,insufficient,groundwater,other
6713,1366,37.0251206,-3.16717231,pangani,3,7,1.0,True,2001,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
25157,0,34.8031643,-2e-08,lake victoria,19,2,1.0,True,0,other,user-group,never pay,good,enough,groundwater,hand pump
15824,31,39.53332766,-10.19249762,ruvuma / southern coast,80,23,234.0,False,2006,submersible,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
23165,1113,38.48435779,-4.6598404,pangani,4,1,1.0,True,1975,other,user-group,never pay,good,enough,groundwater,other
5057,0,32.25477937,-4.59162552,lake tanganyika,14,4,1.0,True,0,other,user-group,never pay,milky,enough,groundwater,other
13061,0,36.42407587,-6.31885413,wami / ruvu,1,1,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
10654,279,38.25494703,-10.24006471,ruvuma / southern coast,80,43,250.0,True,1995,other,user-group,unknown,good,dry,groundwater,other
10574,1540,34.75845198,-5.00887022,internal,13,2,1.0,True,2010,submersible,user-group,unknown,unknown,unknown,groundwater,communal standpipe
14323,1317,34.03367802,-3.00451273,lake victoria,17,1,1.0,False,1998,handpump,user-group,never pay,unknown,dry,groundwater,hand pump
22016,0,30.78632875,-1.40923463,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
159,-40,34.8031643,-10.28367558,ruvuma / southern coast,9,5,270.0,False,0,handpump,user-group,never pay,salty,insufficient,groundwater,hand pump
5333,1013,37.85450184,-4.12737723,pangani,3,3,230.0,True,2011,gravity,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
