,status_group
14155,non functional
19432,non functional
25284,functional needs repair
23723,non functional
16383,non functional
9235,non functional
3404,non functional
15039,non functional
10264,non functional
23201,non functional
2409,non functional
3819,non functional
26666,non functional
14474,non functional
7208,non functional
4935,functional needs repair
13122,non functional
13468,non functional
16574,non functional
6713,functional needs repair
25157,non functional
15824,non functional
23165,non functional
5057,non functional
13061,non functional
10654,non functional
10574,non functional
14323,non functional
22016,non functional
159,functional needs repair
5333,non functional
25438,non functional
8213,non functional
5241,non functional
7190,functional needs repair
5909,non functional
7114,non functional
16096,functional needs repair
2344,functional needs repair
11197,non functional
23966,non functional
4952,non functional
16571,non functional
12274,non functional
7763,functional needs repair
6711,non functional
9338,non functional
16881,non functional
281,non functional
3369,non functional
16690,non functional
18808,non functional
19417,non functional
14364,non functional
14710,non functional
18072,non functional
24996,non functional
4284,non functional
957,non functional
12063,non functional
16665,non functional
18275,non functional
2082,non functional
14089,functional needs repair
17983,non functional
23477,functional needs repair
2179,non functional
16374,non functional
6530,non functional
20001,non functional
20447,functional needs repair
11786,non functional
4911,non functional
28,non functional
9326,non functional
18379,functional needs repair
10756,non functional
6705,non functional
8159,non functional
3620,non functional
5860,non functional
26110,non functional
6302,non functional
15326,non functional
11516,non functional
3729,non functional
11845,non functional
17208,non functional
469,non functional
13780,non functional
1785,non functional
4674,non functional
19214,non functional
14425,non functional
5877,non functional
10122,non functional
15354,non functional
23521,functional needs repair
699,non functional
2735,non functional
13126,non functional
24179,non functional
1712,non functional
14210,non functional
13187,functional needs repair
2427,non functional
13224,functional needs repair
24632,non functional
4332,non functional
1654,non functional
21767,non functional
5447,non functional
25507,non functional
615,non functional
17838,non functional
24860,non functional
15619,non functional
10014,functional needs repair
983,non functional
24145,non functional
2440,non functional
14828,non functional
24282,non functional
4618,non functional
3855,non functional
13502,non functional
23147,non functional
20592,non functional
530,non functional
12839,functional needs repair
26948,non functional
3340,non functional
8890,non functional
22840,non functional
23584,non functional
16336,non functional
11207,non functional
7144,non functional
13585,non functional
925,functional needs repair
19422,non functional
24178,functional needs repair
21022,functional needs repair
3379,non functional
3060,non functional
17512,non functional
26760,functional needs repair
20492,functional needs repair
3057,non functional
20275,non functional
9980,non functional
17041,non functional
11449,non functional
5919,non functional
218,non functional
6816,non functional
18811,non functional
23172,non functional
24588,non functional
17877,functional needs repair
12712,non functional
10399,non functional
11854,non functional
3896,non functional
7608,non functional
24611,non functional
24417,non functional
7707,non functional
20199,functional needs repair
15111,non functional
26950,non functional
714,non functional
4572,non functional
12379,non functional
111,non functional
3174,functional needs repair
17365,non functional
4415,non functional
7491,non functional
926,functional needs repair
20334,non functional
21392,non functional
7449,non functional
16406,non functional
3293,non functional
18541,non functional
2657,non functional
26499,non functional
18386,non functional
2145,non functional
11231,non functional
9379,non functional
130,non functional
1114,non functional
12058,non functional
11828,functional needs repair
21060,non functional
2724,non functional
4719,non functional
25658,non functional
5970,non functional
27118,non functional
21579,non functional
26809,non functional
8250,non functional
110,functional needs repair
468,functional needs repair
21379,non functional
22380,non functional
26629,non functional
17556,non functional
6252,non functional
4168,functional needs repair
725,non functional
4242,non functional
1665,non functional
12173,non functional
595,non functional
12482,functional needs repair
11416,non functional
12536,non functional
24497,non functional
22984,non functional
10560,non functional
22347,non functional
10814,functional needs repair
21996,non functional
12398,non functional
14911,non functional
4998,non functional
27090,functional needs repair
18168,functional needs repair
3109,non functional
6646,non functional
24154,functional needs repair
26714,non functional
18153,non functional
5082,non functional
10095,non functional
14264,non functional
26024,non functional
18073,non functional
6218,non functional
947,non functional
14450,non functional
15290,functional needs repair
18074,non functional
16662,non functional
14267,non functional
3594,non functional
7801,non functional
11710,functional needs repair
1249,functional needs repair
4180,non functional
16830,non functional
17706,non functional
7008,non functional
24066,non functional
14469,non functional
18385,non functional
15772,non functional
6599,non functional
4428,non functional
16267,non functional
6740,non functional
10163,functional needs repair
16245,non functional
21063,non functional
9760,functional needs repair
27083,non functional
3268,non functional
17807,non functional
11616,non functional
22368,non functional
10944,functional needs repair
22743,non functional
12807,functional needs repair
6624,non functional
15462,functional needs repair
17723,non functional
19908,non functional
18836,non functional
11006,non functional
22951,non functional
6781,non functional
21551,functional needs repair
18446,non functional
20870,non functional
10079,non functional
23692,non functional
18893,non functional
161,non functional
17633,functional needs repair
5420,non functional
11119,non functional
18693,non functional
18378,non functional
16642,non functional
26813,non functional
5462,non functional
22070,non functional
24962,functional needs repair
4670,functional needs repair
13595,functional needs repair
20052,non functional
6779,non functional
1056,non functional
4581,non functional
3329,functional needs repair
11090,non functional
26969,non functional
23174,functional needs repair
12452,non functional
18105,non functional
24031,non functional
24267,non functional
20809,non functional
27075,non functional
8135,non functional
11182,non functional
17203,non functional
13819,functional needs repair
15929,non functional
25920,non functional
19503,functional needs repair
17526,non functional
16269,non functional
25035,non functional
13588,non functional
20897,non functional
21732,functional needs repair
23612,non functional
12001,non functional
9406,non functional
16966,non functional
5163,non functional
19658,non functional
23257,non functional
25345,non functional
546,non functional
21698,functional needs repair
12915,non functional
1013,non functional
21346,functional needs repair
3805,non functional
10161,non functional
4754,non functional
109,functional needs repair
17368,non functional
14231,non functional
9482,functional needs repair
22611,non functional
19312,non functional
7932,functional needs repair
12538,non functional
1547,non functional
813,non functional
14198,non functional
26688,non functional
3851,non functional
9244,non functional
24144,functional needs repair
7780,non functional
17130,functional needs repair
11227,non functional
22709,non functional
334,non functional
21076,non functional
11052,non functional
22761,non functional
13238,non functional
15006,non functional
21851,non functional
21895,non functional
26208,non functional
23952,non functional
3909,non functional
9759,non functional
23130,non functional
19029,non functional
15676,non functional
26247,non functional
22961,functional needs repair
21676,non functional
17523,functional needs repair
10935,non functional
23525,non functional
17436,non functional
16657,non functional
18572,non functional
23638,non functional
8829,non functional
17913,non functional
13511,non functional
8587,non functional
23621,non functional
25977,non functional
17770,non functional
20312,non functional
15792,functional needs repair
25177,non functional
23194,non functional
19791,non functional
23799,non functional
18519,non functional
14997,non functional
21056,non functional
2764,non functional
7854,non functional
5576,non functional
3144,non functional
9103,non functional
16868,non functional
9869,non functional
4597,functional needs repair
12960,non functional
26681,non functional
18118,non functional
12336,non functional
9829,non functional
7339,non functional
22828,non functional
25042,non functional
16303,non functional
4179,functional needs repair
11556,non functional
15256,non functional
13522,non functional
21479,non functional
15359,non functional
6665,non functional
14931,non functional
26807,non functional
17173,functional needs repair
5285,non functional
8729,non functional
11852,non functional
12037,non functional
25363,functional needs repair
3323,non functional
1172,non functional
8433,non functional
25848,non functional
17354,non functional
19038,non functional
21172,functional needs repair
15453,non functional
2530,non functional
11065,functional needs repair
722,non functional
6834,non functional
1496,non functional
10634,non functional
17279,non functional
21613,non functional
12646,non functional
15988,non functional
19991,non functional
22207,non functional
3278,non functional
12991,non functional
12414,non functional
11897,non functional
5328,functional needs repair
353,non functional
13951,non functional
12554,non functional
3125,non functional
9591,non functional
12632,non functional
19297,functional needs repair
22236,non functional
14388,non functional
2287,non functional
14350,non functional
7017,non functional
15365,non functional
12938,non functional
5363,functional needs repair
14887,non functional
22111,non functional
10823,non functional
14577,non functional
1134,non functional
13353,non functional
1660,non functional
25281,non functional
8907,non functional
18033,non functional
2105,non functional
19371,non functional
19410,functional needs repair
25835,non functional
13324,non functional
1553,non functional
14147,non functional
13906,non functional
22892,non functional
11323,non functional
9288,non functional
13026,non functional
20759,non functional
9485,non functional
432,non functional
863,functional needs repair
12435,non functional
13612,non functional
17278,non functional
14236,non functional
24602,non functional
23441,non functional
739,non functional
19997,non functional
21031,non functional
24590,functional needs repair
12255,non functional
5023,non functional
279,non functional
2206,non functional
19383,non functional
9661,non functional
8973,non functional
4791,non functional
25878,non functional
4512,non functional
21590,non functional
23299,non functional
16083,functional needs repair
10127,non functional
13691,non functional
26435,non functional
5114,non functional
21463,non functional
11230,non functional
4039,non functional
8644,non functional
9795,non functional
350,functional needs repair
15390,non functional
14712,non functional
6439,non functional
25585,non functional
10784,non functional
12180,non functional
9105,non functional
25485,non functional
15333,functional needs repair
2612,non functional
15831,non functional
7111,non functional
4392,functional needs repair
24970,non functional
4353,non functional
14796,functional needs repair
11026,functional needs repair
18030,non functional
707,non functional
20589,non functional
6070,non functional
24582,non functional
3242,non functional
8640,non functional
24053,non functional
9733,non functional
4443,functional needs repair
16782,non functional
21552,non functional
8905,non functional
9764,non functional
5263,non functional
3055,non functional
14181,non functional
18303,non functional
12702,non functional
15485,non functional
16219,non functional
18334,non functional
18864,non functional
14506,non functional
25116,non functional
5330,non functional
13149,non functional
18918,non functional
18915,functional needs repair
20955,non functional
163,non functional
16692,non functional
10426,non functional
34,non functional
1685,functional needs repair
4023,non functional
19048,functional needs repair
7597,functional needs repair
9996,non functional
26884,non functional
9285,non functional
12657,functional needs repair
25933,non functional
19075,non functional
7078,non functional
15998,non functional
10794,non functional
1795,non functional
10603,functional needs repair
2716,non functional
3170,non functional
20988,functional needs repair
20885,non functional
15346,non functional
1246,non functional
18301,non functional
21352,functional needs repair
5795,non functional
4283,non functional
13242,functional needs repair
4358,non functional
2513,functional needs repair
10923,non functional
5219,non functional
26972,functional needs repair
730,non functional
17990,functional needs repair
25205,non functional
14669,non functional
3955,non functional
16500,non functional
381,non functional
17716,non functional
23164,non functional
306,functional needs repair
15696,non functional
10062,non functional
2802,non functional
22554,non functional
22060,non functional
3554,non functional
20571,non functional
3771,non functional
17882,non functional
5696,non functional
21323,functional needs repair
19775,non functional
26250,non functional
12766,non functional
8756,functional needs repair
16150,non functional
26731,non functional
8761,non functional
440,non functional
26357,non functional
24641,non functional
24470,non functional
4743,non functional
14045,non functional
7475,non functional
21833,non functional
4904,non functional
7811,non functional
12853,non functional
3038,non functional
26494,non functional
12507,non functional
693,non functional
9218,functional needs repair
12679,non functional
15971,non functional
23077,non functional
20034,non functional
24839,non functional
5971,non functional
14973,non functional
17605,non functional
22370,functional needs repair
22752,non functional
13872,non functional
2912,non functional
10666,non functional
26231,non functional
4865,non functional
303,non functional
8742,non functional
4201,non functional
16013,functional needs repair
14346,non functional
2057,non functional
23333,non functional
6292,non functional
10685,non functional
606,non functional
16561,non functional
26289,non functional
12948,non functional
1316,non functional
23792,non functional
16492,non functional
26221,functional needs repair
4804,non functional
23609,non functional
4287,non functional
22481,non functional
26896,functional needs repair
3881,non functional
352,functional needs repair
22190,non functional
15511,non functional
10810,non functional
9772,non functional
15020,non functional
2659,non functional
2992,non functional
19529,functional needs repair
26433,non functional
5239,non functional
19325,non functional
8327,non functional
8721,non functional
12286,non functional
13900,non functional
24926,non functional
7564,non functional
3000,non functional
14859,non functional
22711,non functional
12836,non functional
22256,non functional
5955,non functional
13883,functional needs repair
17871,non functional
15808,non functional
5600,non functional
21881,functional needs repair
7412,functional needs repair
13638,non functional
18395,non functional
24456,non functional
2389,non functional
11429,non functional
5734,non functional
3838,non functional
18762,non functional
8612,non functional
329,non functional
15965,functional needs repair
19041,non functional
13926,non functional
12300,non functional
1826,non functional
15200,non functional
12714,non functional
2355,non functional
2776,functional needs repair
23200,functional needs repair
9942,non functional
20852,functional needs repair
4718,non functional
16678,non functional
22578,non functional
15028,non functional
15473,non functional
17721,non functional
19767,non functional
403,non functional
22757,non functional
12174,non functional
15271,non functional
20824,non functional
646,non functional
2670,non functional
7411,non functional
14273,non functional
22165,non functional
19587,functional needs repair
4468,non functional
18504,non functional
15994,functional needs repair
2610,functional needs repair
13833,non functional
14408,non functional
13101,non functional
14277,functional needs repair
20505,non functional
1731,non functional
26847,non functional
2144,non functional
7814,non functional
15892,non functional
8265,functional needs repair
12192,functional needs repair
6097,non functional
19555,non functional
4885,non functional
12493,non functional
22542,non functional
1270,non functional
13015,non functional
13857,functional needs repair
25291,non functional
9505,non functional
26652,non functional
23907,non functional
24918,non functional
497,non functional
26081,non functional
19935,non functional
14935,functional needs repair
26744,non functional
14912,functional needs repair
12469,non functional
16286,non functional
11906,functional needs repair
21215,non functional
19431,non functional
11885,non functional
26029,non functional
1969,non functional
10550,functional needs repair
16142,non functional
2362,non functional
2771,non functional
17531,non functional
19407,non functional
25274,non functional
23732,non functional
19287,non functional
3609,non functional
16419,non functional
3583,functional needs repair
25579,non functional
1301,functional needs repair
25128,non functional
1089,functional needs repair
760,non functional
25194,non functional
10132,non functional
22649,non functional
10004,non functional
24559,non functional
20820,non functional
5386,non functional
9312,non functional
20707,non functional
20539,functional needs repair
22267,non functional
16384,non functional
2051,non functional
10252,non functional
6058,non functional
5783,non functional
21707,non functional
7401,functional needs repair
14165,non functional
14385,non functional
22328,non functional
25783,functional needs repair
13776,non functional
21824,non functional
22872,non functional
17776,non functional
13558,non functional
20369,non functional
8659,non functional
17258,non functional
21156,non functional
2979,non functional
7102,non functional
15671,non functional
6431,non functional
22413,non functional
16638,non functional
13282,non functional
4112,non functional
22592,non functional
5799,non functional
18622,non functional
663,non functional
24509,non functional
22533,non functional
11792,non functional
12390,functional needs repair
21863,non functional
2217,non functional
23920,non functional
11552,non functional
23275,non functional
10225,non functional
10745,non functional
2823,non functional
4437,non functional
19927,functional needs repair
3276,non functional
21983,non functional
3085,non functional
14305,non functional
23631,non functional
2137,non functional
10501,non functional
8102,non functional
3983,non functional
26094,non functional
15827,non functional
6598,functional needs repair
22402,functional needs repair
6650,non functional
21311,non functional
22595,non functional
21759,non functional
25839,non functional
18009,non functional
2730,non functional
23343,non functional
11623,non functional
11192,non functional
12121,functional needs repair
22570,non functional
15540,functional needs repair
8766,non functional
12443,non functional
7436,non functional
5273,non functional
3656,non functional
26837,non functional
26179,non functional
23833,non functional
2980,non functional
20343,non functional
5246,non functional
25460,non functional
13864,non functional
26894,non functional
20552,non functional
13897,non functional
7157,non functional
6692,non functional
17806,functional needs repair
25921,non functional
8079,functional needs repair
78,non functional
16747,non functional
20581,non functional
9735,functional needs repair
23069,non functional
13055,non functional
24476,non functional
22409,non functional
8425,non functional
3324,non functional
38,non functional
8844,non functional
16426,non functional
11582,functional needs repair
22935,non functional
4210,non functional
12166,non functional
17433,non functional
16450,non functional
4117,non functional
2483,non functional
26510,functional needs repair
24600,non functional
17320,non functional
1155,non functional
8835,non functional
21446,non functional
19033,non functional
6516,non functional
1640,non functional
7992,non functional
19363,non functional
21116,non functional
8245,functional needs repair
463,functional needs repair
12893,functional needs repair
12020,non functional
23408,non functional
26514,non functional
24686,functional needs repair
19741,non functional
18937,non functional
9606,non functional
10736,functional needs repair
14546,non functional
22411,functional needs repair
11929,non functional
12816,non functional
3700,non functional
18942,functional needs repair
9292,non functional
2528,non functional
16176,functional needs repair
4159,non functional
147,functional needs repair
8148,non functional
26400,non functional
14218,non functional
6223,non functional
17089,non functional
8253,functional needs repair
21505,non functional
12811,non functional
6558,non functional
9415,non functional
26558,non functional
14022,non functional
16844,non functional
9421,non functional
20377,non functional
22800,non functional
15983,functional needs repair
21017,non functional
16608,non functional
19948,non functional
6202,non functional
16999,non functional
10440,non functional
18534,non functional
4794,non functional
26667,non functional
7682,non functional
4217,non functional
19370,non functional
3020,functional needs repair
18629,non functional
13973,non functional
20338,non functional
20049,non functional
15881,functional needs repair
24867,functional needs repair
19452,non functional
15829,functional needs repair
16746,non functional
3213,functional needs repair
6801,non functional
16368,non functional
16753,non functional
22292,non functional
5485,functional needs repair
11484,non functional
16053,non functional
4366,non functional
3493,non functional
695,non functional
19318,non functional
2368,non functional
8588,non functional
7224,non functional
22427,non functional
15895,non functional
16026,non functional
22999,non functional
3833,non functional
3596,non functional
15733,non functional
4188,non functional
10983,non functional
7142,non functional
6149,non functional
19058,non functional
22706,non functional
20862,non functional
14096,non functional
20450,non functional
17696,functional needs repair
22749,non functional
8168,non functional
21549,functional needs repair
14142,non functional
8704,non functional
1992,non functional
9803,non functional
9691,non functional
1832,non functional
16802,functional needs repair
21322,non functional
9342,non functional
23241,non functional
11802,non functional
18618,non functional
21523,non functional
2647,non functional
2563,functional needs repair
24047,non functional
3600,functional needs repair
6987,non functional
1504,non functional
19517,non functional
11465,non functional
11394,non functional
17472,non functional
20698,non functional
6093,functional needs repair
26775,non functional
24489,non functional
20250,functional needs repair
27017,non functional
23325,non functional
26258,non functional
16218,functional needs repair
12637,non functional
16985,non functional
655,non functional
2436,non functional
11306,non functional
9614,non functional
17697,non functional
26942,non functional
9822,non functional
1031,non functional
20710,non functional
19056,non functional
8483,non functional
23928,functional needs repair
13041,non functional
18212,functional needs repair
2928,non functional
20390,functional needs repair
2265,non functional
24024,non functional
26860,non functional
21509,non functional
26006,functional needs repair
8984,non functional
18957,non functional
15472,non functional
3253,non functional
2939,non functional
20315,non functional
20965,non functional
11790,non functional
23726,non functional
6102,non functional
10200,functional needs repair
21288,non functional
19923,functional needs repair
14080,non functional
22464,functional needs repair
8397,non functional
24468,non functional
12917,non functional
20207,non functional
15816,non functional
2259,non functional
25491,non functional
3387,non functional
25006,non functional
5021,non functional
1909,non functional
21762,functional needs repair
7663,non functional
4723,non functional
21993,non functional
6846,non functional
24186,non functional
6771,functional needs repair
1070,non functional
24636,non functional
1880,non functional
14500,non functional
9420,non functional
295,non functional
8223,non functional
2597,non functional
13952,non functional
6143,functional needs repair
9994,non functional
4607,non functional
6438,non functional
19868,non functional
24446,non functional
2081,non functional
6897,non functional
14005,non functional
23730,non functional
12461,functional needs repair
144,non functional
6533,non functional
10113,non functional
3093,non functional
12009,non functional
23682,non functional
21931,non functional
4846,non functional
7299,functional needs repair
10480,non functional
3256,non functional
24365,non functional
12567,non functional
6643,non functional
11054,non functional
16790,non functional
22693,non functional
4010,functional needs repair
12179,non functional
22707,functional needs repair
11389,non functional
16906,non functional
18820,functional needs repair
21821,non functional
25767,non functional
6131,non functional
8522,non functional
399,functional needs repair
10647,non functional
17504,non functional
6404,non functional
5573,non functional
6576,non functional
4983,non functional
26843,non functional
9223,non functional
9383,non functional
1446,functional needs repair
15984,non functional
24562,non functional
12430,non functional
12196,non functional
12897,non functional
19755,non functional
7382,functional needs repair
5287,non functional
354,non functional
8727,functional needs repair
16586,non functional
2283,non functional
20503,non functional
20582,non functional
5290,functional needs repair
24999,non functional
14961,non functional
21357,functional needs repair
3781,non functional
23394,non functional
17665,functional needs repair
11602,non functional
9397,non functional
22669,non functional
11074,non functional
13267,non functional
25129,non functional
19734,non functional
10186,non functional
500,non functional
21612,functional needs repair
21586,non functional
10715,non functional
2744,non functional
5101,non functional
12588,non functional
22355,non functional
14515,non functional
15254,non functional
5598,non functional
11294,functional needs repair
10686,non functional
6456,non functional
14306,non functional
21375,non functional
6067,non functional
1118,non functional
5972,non functional
20719,non functional
22032,non functional
3503,non functional
19943,non functional
8358,non functional
17427,non functional
20624,non functional
11374,non functional
14829,non functional
25059,functional needs repair
21363,non functional
16300,functional needs repair
21197,non functional
5020,non functional
21226,non functional
21348,non functional
25634,non functional
5807,non functional
2413,functional needs repair
14285,non functional
22107,functional needs repair
26518,non functional
14192,non functional
9265,non functional
12721,non functional
4673,functional needs repair
2495,non functional
8854,non functional
22171,functional needs repair
15516,functional needs repair
17431,non functional
13913,non functional
12216,non functional
21978,non functional
18104,non functional
11295,non functional
834,non functional
1970,non functional
17457,non functional
8904,functional needs repair
9054,non functional
22565,functional needs repair
7438,non functional
14630,non functional
2969,non functional
22923,non functional
9245,functional needs repair
24802,functional needs repair
11973,non functional
10475,non functional
23642,non functional
8260,non functional
2040,non functional
25526,non functional
12378,non functional
8592,non functional
175,non functional
22547,non functional
8539,non functional
24963,non functional
15222,non functional
15477,non functional
22235,non functional
21943,non functional
21848,functional needs repair
3850,functional needs repair
21000,non functional
14735,non functional
10777,functional needs repair
24227,functional needs repair
19457,non functional
3308,non functional
22019,non functional
21740,non functional
1234,non functional
24060,non functional
12010,non functional
6658,non functional
16066,non functional
15102,non functional
668,non functional
14219,non functional
25824,non functional
26089,non functional
3330,non functional
8547,non functional
19429,non functional
13629,non functional
635,non functional
23722,non functional
10932,non functional
3683,functional needs repair
8036,non functional
25640,non functional
23367,non functional
19032,non functional
2463,non functional
27136,non functional
10305,non functional
16193,non functional
24508,non functional
26434,functional needs repair
322,non functional
14064,non functional
1045,non functional
19147,non functional
16797,non functional
18909,non functional
17312,non functional
23853,non functional
17363,non functional
2816,non functional
3578,non functional
8820,non functional
12030,non functional
7565,non functional
2257,non functional
15070,non functional
20523,non functional
24946,non functional
1703,non functional
5079,functional needs repair
2377,non functional
23389,non functional
14008,non functional
22787,non functional
9424,functional needs repair
22839,non functional
1871,non functional
18353,non functional
23601,non functional
706,non functional
186,non functional
20906,functional needs repair
18888,non functional
26750,non functional
9076,non functional
3843,non functional
16965,non functional
2382,non functional
21501,non functional
950,non functional
4993,non functional
25134,non functional
18840,non functional
20054,non functional
3172,functional needs repair
17266,non functional
21780,non functional
11004,non functional
6850,non functional
22775,non functional
10876,non functional
15363,non functional
24130,non functional
18309,non functional
5507,non functional
20284,non functional
7670,non functional
18297,non functional
17860,non functional
6673,non functional
16064,non functional
3326,non functional
10861,non functional
7710,non functional
197,non functional
20274,functional needs repair
19990,non functional
16373,functional needs repair
17881,non functional
21617,non functional
23813,non functional
26413,non functional
20484,non functional
22714,functional needs repair
6664,non functional
11014,non functional
23097,non functional
13652,non functional
16172,functional needs repair
14324,non functional
689,non functional
8810,non functional
18663,non functional
25581,non functional
23103,non functional
14874,non functional
11217,non functional
7774,non functional
26376,non functional
21249,non functional
7004,non functional
23374,non functional
3905,non functional
6763,non functional
22818,non functional
11621,non functional
12309,non functional
10543,non functional
8176,non functional
4038,non functional
6428,non functional
14097,non functional
26450,non functional
12881,non functional
4586,non functional
1125,non functional
25228,non functional
605,non functional
3105,non functional
12951,non functional
8618,non functional
23311,non functional
9043,non functional
14566,non functional
13919,non functional
7376,non functional
23483,non functional
23562,non functional
22580,non functional
1527,non functional
25137,non functional
8293,non functional
2887,non functional
7479,non functional
13998,non functional
26800,non functional
24915,non functional
24183,functional needs repair
18054,non functional
3660,non functional
25616,non functional
25488,non functional
7709,non functional
26852,non functional
1647,non functional
14806,non functional
19563,functional needs repair
1725,functional needs repair
8081,functional needs repair
18453,functional needs repair
16104,non functional
14481,non functional
820,functional needs repair
4299,non functional
20745,non functional
17491,non functional
2104,non functional
8739,non functional
9403,non functional
9819,non functional
17382,non functional
19808,non functional
7187,functional needs repair
6768,non functional
19212,non functional
19285,non functional
10075,non functional
1514,non functional
6718,non functional
2420,non functional
6139,non functional
22836,non functional
21894,non functional
23593,non functional
14104,non functional
9836,non functional
17852,non functional
9967,non functional
10791,non functional
8553,non functional
22182,non functional
4690,non functional
18949,functional needs repair
23879,non functional
7960,non functional
12797,functional needs repair
6918,non functional
25844,non functional
13357,non functional
7835,non functional
2897,non functional
17149,non functional
14717,non functional
3016,non functional
5008,functional needs repair
5067,non functional
22224,non functional
5229,non functional
4525,non functional
8526,non functional
6251,non functional
20331,non functional
17729,non functional
14184,functional needs repair
14647,non functional
7461,non functional
6696,non functional
3025,non functional
20607,non functional
24382,non functional
19186,non functional
9573,non functional
7753,non functional
22206,non functional
9570,non functional
7447,non functional
1779,functional needs repair
8093,non functional
25195,non functional
3585,non functional
19652,non functional
26783,non functional
2699,non functional
10246,non functional
20796,non functional
16207,non functional
16205,non functional
4317,non functional
9412,non functional
18676,non functional
11762,non functional
21565,non functional
8688,non functional
6068,non functional
16216,non functional
12072,non functional
6262,non functional
14807,non functional
14561,non functional
5762,non functional
16751,non functional
25771,non functional
9435,non functional
12801,non functional
23141,non functional
1933,non functional
13908,non functional
4621,functional needs repair
11082,non functional
4632,non functional
24987,non functional
12070,functional needs repair
10889,non functional
610,non functional
20423,non functional
4678,non functional
17878,non functional
15456,functional needs repair
7920,non functional
6168,functional needs repair
1020,non functional
24341,non functional
16380,non functional
22037,non functional
26175,non functional
2375,functional needs repair
22104,functional needs repair
15862,non functional
3910,non functional
21952,non functional
23012,non functional
9696,non functional
19096,non functional
788,non functional
1633,non functional
23010,non functional
25561,non functional
24304,non functional
13020,non functional
22255,non functional
22363,non functional
21784,non functional
25806,non functional
22703,non functional
22307,functional needs repair
22268,functional needs repair
16970,functional needs repair
13100,non functional
19271,non functional
6828,non functional
22678,non functional
14600,non functional
9041,non functional
24466,non functional
14745,non functional
17262,functional needs repair
15900,non functional
18577,non functional
12382,non functional
19596,non functional
21369,non functional
9060,non functional
20016,non functional
21643,non functional
17019,non functional
434,non functional
6345,non functional
23300,non functional
10052,non functional
18862,functional needs repair
21696,non functional
4490,non functional
20404,non functional
25058,non functional
4933,non functional
21532,non functional
20921,non functional
15445,non functional
14351,non functional
3617,non functional
11219,non functional
4216,non functional
25660,non functional
19253,functional needs repair
10090,non functional
18455,functional needs repair
15621,non functional
9868,non functional
6575,non functional
8454,non functional
3699,non functional
13834,non functional
3001,non functional
11706,non functional
18252,non functional
5296,non functional
24230,non functional
21137,non functional
8417,non functional
13450,functional needs repair
1001,non functional
23030,non functional
26789,non functional
2429,functional needs repair
10739,non functional
19720,functional needs repair
17269,non functional
22337,non functional
22408,non functional
11428,non functional
19618,functional needs repair
23032,non functional
3916,non functional
22844,non functional
14544,non functional
23970,non functional
8931,non functional
1275,non functional
6974,non functional
21975,non functional
7434,non functional
21236,non functional
5238,non functional
17263,functional needs repair
2527,non functional
23855,functional needs repair
16499,non functional
24931,non functional
13231,non functional
9058,non functional
20543,non functional
25869,functional needs repair
9938,non functional
10402,non functional
22512,non functional
6487,functional needs repair
3712,functional needs repair
5423,non functional
4312,functional needs repair
4138,non functional
13167,non functional
24733,non functional
243,non functional
25232,non functional
1610,non functional
26532,non functional
23289,non functional
15791,non functional
16530,non functional
14844,non functional
890,non functional
18464,non functional
5866,non functional
11898,functional needs repair
26287,non functional
21816,functional needs repair
20808,functional needs repair
3063,non functional
24433,non functional
22673,functional needs repair
14559,functional needs repair
17962,non functional
15463,functional needs repair
21381,non functional
23531,non functional
19821,functional needs repair
16429,non functional
2656,non functional
26319,functional needs repair
8382,non functional
25568,non functional
18503,functional needs repair
4413,non functional
3902,non functional
15061,non functional
24427,non functional
2187,non functional
2251,non functional
19042,non functional
13332,functional needs repair
8468,non functional
4445,non functional
26371,functional needs repair
22768,non functional
21240,non functional
15187,non functional
10431,functional needs repair
4338,non functional
16416,non functional
4043,non functional
19979,non functional
21078,non functional
945,non functional
14895,non functional
13341,non functional
4851,non functional
3421,non functional
23737,non functional
18404,non functional
15817,non functional
5479,non functional
5591,non functional
5233,non functional
22701,functional needs repair
5095,non functional
1116,functional needs repair
17082,non functional
19878,non functional
12172,non functional
1544,non functional
14639,functional needs repair
6432,non functional
15377,functional needs repair
15076,non functional
17302,functional needs repair
8724,non functional
6512,non functional
11234,non functional
26234,non functional
11982,non functional
6212,non functional
12065,functional needs repair
7788,non functional
17935,functional needs repair
26810,non functional
7467,non functional
23144,non functional
1964,non functional
1198,non functional
12497,non functional
13831,non functional
12213,non functional
7735,non functional
2279,non functional
16241,non functional
20160,non functional
5934,non functional
2007,functional needs repair
23404,non functional
15038,non functional
9625,non functional
25931,non functional
18183,non functional
1631,non functional
18643,non functional
19481,non functional
20667,non functional
16558,functional needs repair
26151,non functional
9092,non functional
26324,functional needs repair
6507,non functional
4416,non functional
22362,non functional
20365,non functional
23306,functional needs repair
17553,non functional
6369,non functional
3012,functional needs repair
14605,non functional
26424,non functional
14951,functional needs repair
26520,functional needs repair
5045,non functional
21433,non functional
26412,non functional
9243,non functional
10928,functional needs repair
24913,non functional
25497,non functional
12105,non functional
1439,functional needs repair
7512,non functional
7789,non functional
6237,functional needs repair
14976,non functional
10020,non functional
18898,non functional
3810,non functional
18509,non functional
16237,non functional
20043,non functional
5543,non functional
19865,non functional
11533,non functional
3187,non functional
11832,non functional
2726,non functional
24220,non functional
22767,non functional
13801,non functional
345,non functional
25305,functional needs repair
4799,non functional
11761,non functional
10775,functional needs repair
5102,non functional
3200,non functional
4748,non functional
20762,non functional
